ID,Education
254,Post Graduate
255,Post Graduate
256,Graduate Professional
257,Post Graduate
258,Post Graduate
259,12th Pass
260,Graduate
261,12th Pass
262,Post Graduate
263,Graduate
264,Graduate
265,Graduate Professional
266,Post Graduate
267,Graduate
268,Post Graduate
269,Graduate
270,Post Graduate
271,10th Pass
272,Graduate
273,Graduate Professional
274,Graduate
275,12th Pass
276,12th Pass
277,Graduate Professional
278,Graduate
279,Graduate
280,Literate
281,12th Pass
282,Graduate
283,Graduate
284,Post Graduate
285,10th Pass
286,Graduate
287,Graduate
288,Graduate
289,Graduate
290,Post Graduate
291,Post Graduate
292,Graduate
293,Post Graduate
294,Graduate
295,Post Graduate
296,Graduate
297,Graduate Professional
298,Graduate
299,Post Graduate
300,Graduate
301,Post Graduate
302,Graduate
303,12th Pass
304,Graduate
305,Graduate
306,Graduate
307,Graduate
308,10th Pass
309,Graduate
310,Graduate
311,Post Graduate
312,Graduate
313,Post Graduate
314,Post Graduate
315,Graduate
316,Graduate
317,12th Pass
318,Graduate
319,12th Pass
320,Graduate
321,10th Pass
322,Graduate
323,12th Pass
324,Post Graduate
325,Graduate Professional
326,Graduate
327,Graduate
328,Post Graduate
329,Graduate
330,Graduate Professional
331,Post Graduate
332,Graduate
333,Post Graduate
334,Post Graduate
335,10th Pass
336,Graduate
337,Post Graduate
338,Graduate
339,Graduate
340,Graduate
341,Graduate
342,Graduate Professional
343,12th Pass
344,Graduate
345,Graduate
346,Post Graduate
347,Graduate
348,Graduate Professional
349,Post Graduate
350,12th Pass
351,Graduate Professional
352,Graduate
353,Graduate
354,Graduate Professional
355,Graduate
356,10th Pass
357,Graduate
358,Graduate
359,Graduate
360,12th Pass
361,Post Graduate
362,Post Graduate
363,Graduate Professional
364,Graduate
365,Graduate Professional
366,Graduate
367,Graduate Professional
368,Graduate Professional
369,Post Graduate
370,12th Pass
371,Graduate
372,Post Graduate
373,12th Pass
374,Graduate Professional
375,Post Graduate
376,Graduate
377,12th Pass
378,Graduate
379,12th Pass
380,12th Pass
381,Post Graduate
382,12th Pass
383,Graduate
384,Graduate Professional
385,Graduate
386,Graduate
387,Post Graduate
388,Post Graduate
389,12th Pass
390,Graduate
391,12th Pass
392,12th Pass
393,10th Pass
394,12th Pass
395,Graduate
396,Graduate Professional
397,Graduate
398,12th Pass
399,Graduate
400,Graduate
401,Graduate Professional
402,12th Pass
403,Graduate
404,12th Pass
405,Post Graduate
406,Graduate
407,Graduate Professional
408,Post Graduate
409,Graduate
410,Graduate Professional
411,10th Pass
412,Graduate
413,Post Graduate
414,Graduate
415,12th Pass
416,12th Pass
417,Graduate Professional
418,Post Graduate
419,Graduate
420,Graduate
421,Graduate
422,Post Graduate
423,Post Graduate
424,Graduate
425,Graduate
426,Graduate
427,Graduate Professional
428,12th Pass
429,Graduate
430,Graduate
431,Post Graduate
432,Graduate
433,Graduate
434,Graduate
435,Graduate
436,Graduate
437,Graduate
438,Post Graduate
439,Post Graduate
440,12th Pass
441,10th Pass
442,Graduate Professional
443,Graduate
444,Graduate Professional
445,Post Graduate
446,Graduate
447,Post Graduate
448,Post Graduate
449,Graduate Professional
450,10th Pass
451,Post Graduate
452,Graduate
453,Graduate
454,Post Graduate
455,Doctorate
456,Post Graduate
457,Graduate Professional
458,Graduate
459,Post Graduate
460,Graduate Professional
461,Graduate Professional
462,Graduate Professional
463,Post Graduate
464,Graduate
465,Graduate Professional
466,Graduate Professional
467,Graduate
468,12th Pass
469,Post Graduate
470,Graduate Professional
471,Graduate
472,12th Pass
473,Post Graduate
474,Graduate
475,Graduate Professional
476,Graduate Professional
477,Graduate
478,Post Graduate
479,Post Graduate
480,Post Graduate
481,Graduate Professional
482,Post Graduate
483,10th Pass
484,Graduate
485,Post Graduate
486,12th Pass
487,Graduate
488,Graduate
489,Post Graduate
490,Post Graduate
491,Post Graduate
492,12th Pass
493,Post Graduate
494,Graduate
495,Post Graduate
496,12th Pass
497,12th Pass
498,Post Graduate
499,Post Graduate
500,Post Graduate
501,10th Pass
502,Graduate
503,10th Pass
504,Graduate
505,Graduate
506,Graduate
507,Graduate Professional
508,Graduate
509,Post Graduate
510,Graduate
511,Graduate
512,Graduate Professional
513,Graduate
514,Post Graduate
515,Graduate Professional
516,12th Pass
517,Graduate
518,Post Graduate
519,Graduate Professional
520,12th Pass
521,Graduate
522,Graduate
523,Post Graduate
524,Graduate
525,Graduate
526,12th Pass
527,Post Graduate
528,12th Pass
529,12th Pass
530,Graduate Professional
531,Graduate Professional
532,12th Pass
533,Graduate
534,12th Pass
535,Post Graduate
536,Graduate Professional
537,Graduate
538,Post Graduate
539,Graduate
540,12th Pass
541,Graduate
542,Post Graduate
543,Post Graduate
544,Post Graduate
545,Literate
546,Post Graduate
547,Graduate Professional
548,Graduate
549,Graduate
550,Post Graduate
551,Graduate
552,Graduate
553,Graduate
554,Graduate
555,Graduate
556,Post Graduate
557,Graduate
558,Graduate
559,Graduate Professional
560,Graduate Professional
561,Graduate
562,Post Graduate
563,Graduate
564,Graduate
565,Graduate
566,Graduate
567,Graduate
568,Graduate Professional
569,Graduate
570,Graduate
571,Graduate
572,Graduate Professional
573,Graduate
574,12th Pass
575,12th Pass
576,12th Pass
577,Graduate
578,12th Pass
579,12th Pass
580,Graduate
581,Graduate Professional
582,Graduate Professional
583,Post Graduate
584,12th Pass
585,12th Pass
586,Graduate
587,Graduate Professional
588,Graduate
589,Graduate
590,Graduate
591,Graduate
592,Post Graduate
593,Graduate
594,Graduate
595,Post Graduate
596,Post Graduate
597,Post Graduate
598,12th Pass
599,Graduate
600,Graduate
601,Post Graduate
602,Graduate
603,Graduate
604,Graduate Professional
605,Graduate
606,Post Graduate
607,Graduate
608,Graduate
609,Post Graduate
610,10th Pass
611,Graduate
612,Post Graduate
613,Post Graduate
614,Post Graduate
615,Graduate
616,Post Graduate
617,Post Graduate
618,Graduate Professional
619,12th Pass
620,Graduate
621,Post Graduate
622,Post Graduate
623,Post Graduate
624,12th Pass
625,Post Graduate
626,10th Pass
627,Post Graduate
628,Graduate Professional
629,Graduate Professional
630,Graduate Professional
631,Post Graduate
632,Graduate
633,12th Pass
634,Post Graduate
635,Graduate Professional
636,Graduate
637,Graduate
638,12th Pass
639,Graduate
640,Graduate
641,Graduate
642,10th Pass
643,Post Graduate
644,Post Graduate
645,Graduate
646,Graduate
647,12th Pass
648,Post Graduate
649,Graduate Professional
650,Graduate
651,Graduate Professional
652,Graduate
653,Post Graduate
654,Graduate
655,Graduate
656,Post Graduate
657,Graduate
658,12th Pass
659,Post Graduate
660,Graduate Professional
661,12th Pass
662,Graduate Professional
663,Post Graduate
664,Graduate Professional
665,12th Pass
666,12th Pass
667,Graduate
668,Post Graduate
669,12th Pass
670,Graduate
671,12th Pass
672,12th Pass
673,Graduate
674,Graduate
675,Post Graduate
676,Graduate
677,Post Graduate
678,10th Pass
679,Graduate
680,Graduate
681,Graduate
682,Post Graduate
683,Post Graduate
684,Literate
685,Graduate
686,Graduate
687,Graduate
688,10th Pass
689,12th Pass
690,Graduate
691,Graduate
692,12th Pass
693,Graduate
694,Graduate Professional
695,Graduate
696,Post Graduate
697,Graduate
698,12th Pass
699,Graduate
700,Graduate
701,Graduate
702,Graduate Professional
703,Graduate
704,12th Pass
705,Graduate
706,12th Pass
707,Graduate Professional
708,Graduate Professional
709,Graduate
710,Post Graduate
711,Graduate Professional
712,Graduate
713,Post Graduate
714,Graduate
715,12th Pass
716,10th Pass
717,Graduate Professional
718,Graduate Professional
719,Post Graduate
720,12th Pass
721,Post Graduate
722,Post Graduate
723,Graduate Professional
724,Post Graduate
725,Graduate
726,Graduate
727,Graduate
728,Graduate
729,Post Graduate
730,Graduate Professional
731,Graduate
732,Graduate
733,Graduate
734,Graduate
735,Post Graduate
736,Graduate
737,Post Graduate
738,Graduate
739,Post Graduate
740,Graduate Professional
741,Post Graduate
742,Graduate
743,Post Graduate
744,Graduate Professional
745,Post Graduate
746,Post Graduate
747,12th Pass
748,Post Graduate
749,12th Pass
750,Graduate
751,Graduate
752,Graduate
753,Graduate
754,Graduate Professional
755,12th Pass
756,Post Graduate
757,Graduate
758,Graduate Professional
759,12th Pass
760,Graduate Professional
761,Post Graduate
762,Graduate
763,12th Pass
764,Post Graduate
765,12th Pass
766,12th Pass
767,Graduate Professional
768,Graduate
769,Graduate
770,12th Pass
771,Graduate Professional
772,Post Graduate
773,Post Graduate
774,10th Pass
775,Graduate
776,10th Pass
777,Graduate
778,Graduate
779,Graduate Professional
780,Graduate
781,Post Graduate
782,Graduate
783,Graduate Professional
784,Post Graduate
785,12th Pass
786,Graduate Professional
787,Graduate
788,Post Graduate
789,Post Graduate
790,12th Pass
791,Post Graduate
792,12th Pass
793,Graduate Professional
794,Graduate
795,Post Graduate
796,Post Graduate
797,Graduate
798,12th Pass
799,Graduate
800,Graduate
801,Graduate
802,12th Pass
803,12th Pass
804,Graduate
805,Graduate
806,10th Pass
807,Graduate
808,Post Graduate
809,Graduate Professional
810,Graduate
811,Graduate
812,Graduate Professional
813,Post Graduate
814,12th Pass
815,12th Pass
816,Graduate Professional
817,12th Pass
818,Graduate Professional
819,Graduate
820,12th Pass
821,Graduate Professional
822,Graduate Professional
823,Post Graduate
824,Post Graduate
825,Graduate Professional
826,12th Pass
827,Graduate
828,Graduate
829,Graduate
830,Post Graduate
831,Graduate
832,Graduate
833,Graduate
834,Graduate
835,Graduate
836,Graduate
837,Graduate
838,Post Graduate
839,Graduate
840,12th Pass
841,Graduate
842,12th Pass
843,Graduate
844,Graduate
845,Graduate Professional
846,Post Graduate
847,Graduate
848,Graduate Professional
849,10th Pass
850,Post Graduate
851,Graduate Professional
852,Literate
853,12th Pass
854,Graduate
855,Graduate
856,Graduate
857,Graduate
858,10th Pass
859,Graduate
860,10th Pass
861,Graduate Professional
862,12th Pass
863,Post Graduate
864,Graduate Professional
865,Graduate
866,10th Pass
867,Graduate Professional
868,Graduate
869,Graduate Professional
870,Post Graduate
871,12th Pass
872,Graduate
873,Graduate
874,Post Graduate
875,Graduate Professional
876,Graduate
877,Graduate
878,Post Graduate
879,Graduate
880,Post Graduate
881,12th Pass
882,12th Pass
883,12th Pass
884,Post Graduate
885,Graduate
886,Post Graduate
887,Post Graduate
888,Post Graduate
889,Graduate
890,12th Pass
891,12th Pass
892,Post Graduate
893,Graduate Professional
894,Graduate
895,Post Graduate
896,Graduate
897,Graduate
898,12th Pass
899,Graduate
900,Post Graduate
901,Graduate
902,Post Graduate
903,Graduate
904,Post Graduate
905,Post Graduate
906,Post Graduate
907,Graduate
908,Graduate Professional
909,Graduate
910,12th Pass
911,Graduate
912,Post Graduate
913,Graduate
914,Graduate
915,Post Graduate
916,12th Pass
917,10th Pass
918,12th Pass
919,Graduate Professional
920,Graduate
921,Graduate Professional
922,Graduate Professional
923,Graduate
924,Post Graduate
925,12th Pass
926,Graduate
927,Graduate
928,12th Pass
929,Literate
930,Post Graduate
931,Graduate
932,Graduate
933,12th Pass
934,Graduate
935,Post Graduate
936,12th Pass
937,Graduate
938,Graduate
939,Graduate
940,Graduate
941,Graduate Professional
942,Graduate Professional
943,Post Graduate
944,Graduate Professional
945,Graduate
946,Graduate Professional
947,Graduate Professional
948,Graduate
949,Post Graduate
950,Graduate
951,Graduate
952,Graduate
953,Graduate
954,Graduate
955,Graduate
956,Post Graduate
957,Graduate
958,Graduate
959,12th Pass
960,Graduate
961,Graduate Professional
962,Graduate
963,Post Graduate
964,Graduate Professional
965,Post Graduate
966,Post Graduate
967,12th Pass
968,Post Graduate
969,Graduate
970,12th Pass
971,Graduate
972,Graduate
973,Graduate Professional
974,12th Pass
975,Post Graduate
976,Graduate
977,12th Pass
978,Graduate Professional
979,Graduate Professional
980,Post Graduate
981,Graduate
982,Post Graduate
983,Graduate
984,Post Graduate
985,Graduate
986,Post Graduate
987,Post Graduate
988,Graduate
989,Graduate
990,Graduate Professional
991,12th Pass
992,Graduate
993,Graduate Professional
994,10th Pass
995,Graduate
996,12th Pass
997,Graduate
998,Graduate Professional
999,12th Pass
1000,Graduate
1001,Graduate Professional
1002,Graduate
1003,Graduate
1004,Post Graduate
1005,Post Graduate
1006,12th Pass
1007,Graduate Professional
1008,12th Pass
1009,Graduate
1010,Graduate
1011,Graduate
1012,Post Graduate
1013,12th Pass
1014,Graduate
1015,12th Pass
1016,Graduate
1017,Graduate
1018,Post Graduate
1019,Graduate
1020,12th Pass
1021,Graduate Professional
1022,Graduate
1023,Graduate
1024,Graduate
1025,12th Pass
1026,Post Graduate
1027,Graduate Professional
1028,Graduate
1029,Graduate
1030,Graduate Professional
1031,Graduate
1032,Post Graduate
1033,Graduate Professional
1034,Graduate
1035,12th Pass
1036,Graduate
1037,Post Graduate
1038,Post Graduate
1039,Graduate
1040,12th Pass
1041,Graduate
1042,10th Pass
1043,Graduate Professional
1044,Post Graduate
1045,Post Graduate
1046,Graduate
1047,Graduate
1048,12th Pass
1049,10th Pass
1050,Graduate
1051,12th Pass
1052,Post Graduate
1053,Post Graduate
1054,Post Graduate
1055,Graduate
1056,Post Graduate
1057,Graduate
1058,Graduate
1059,12th Pass
1060,Graduate
1061,Graduate
1062,Graduate Professional
1063,Graduate
1064,Post Graduate
1065,Post Graduate
1066,12th Pass
1067,Graduate
1068,Graduate Professional
1069,12th Pass
1070,Graduate
1071,Post Graduate
1072,Post Graduate
1073,Graduate
1074,Graduate
1075,12th Pass
1076,Graduate
1077,12th Pass
1078,Graduate
1079,Post Graduate
1080,Graduate Professional
1081,Post Graduate
1082,Graduate
1083,Post Graduate
1084,Post Graduate
1085,Post Graduate
1086,Graduate
1087,Graduate Professional
1088,Graduate
1089,Graduate
1090,12th Pass
1091,Graduate
1092,Graduate
1093,Graduate
1094,Graduate Professional
1095,Post Graduate
1096,Graduate
1097,Graduate
1098,Graduate Professional
1099,Post Graduate
1100,10th Pass
1101,12th Pass
1102,Graduate
1103,Graduate
1104,Graduate
1105,Graduate
1106,Graduate Professional
1107,Graduate
1108,Graduate Professional
1109,Graduate Professional
1110,Graduate
1111,Post Graduate
1112,Post Graduate
1113,Graduate
1114,Post Graduate
1115,12th Pass
1116,Graduate
1117,Graduate Professional
1118,Graduate
1119,Post Graduate
1120,Graduate Professional
1121,Graduate
1122,Post Graduate
1123,Graduate
1124,Graduate
1125,Graduate Professional
1126,10th Pass
1127,12th Pass
1128,10th Pass
1129,Post Graduate
1130,Graduate
1131,Post Graduate
1132,Post Graduate
1133,Graduate
1134,12th Pass
1135,Graduate
1136,Graduate
1137,Post Graduate
1138,12th Pass
1139,10th Pass
1140,Graduate Professional
1141,Graduate
1142,Graduate Professional
1143,Graduate Professional
1144,Graduate Professional
1145,Graduate
1146,Post Graduate
1147,Graduate
1148,Graduate
1149,Post Graduate
1150,Graduate
1151,Graduate Professional
1152,Post Graduate
1153,Graduate
1154,Graduate
1155,Graduate Professional
1156,Graduate
1157,Graduate Professional
1158,12th Pass
1159,Graduate
1160,Post Graduate
1161,Post Graduate
1162,Graduate
1163,Graduate
1164,12th Pass
1165,Graduate
1166,Graduate
1167,Graduate
1168,Graduate
1169,Graduate Professional
1170,12th Pass
1171,Post Graduate
1172,Literate
1173,Graduate
1174,Post Graduate
1175,Graduate
1176,Graduate
1177,Post Graduate
1178,Graduate
1179,Post Graduate
1180,Post Graduate
1181,Graduate
1182,Graduate
1183,12th Pass
1184,Graduate
1185,Graduate
1186,Graduate Professional
1187,Graduate Professional
1188,Post Graduate
1189,Graduate
1190,12th Pass
1191,12th Pass
1192,Post Graduate
1193,10th Pass
1194,12th Pass
1195,12th Pass
1196,12th Pass
1197,Graduate
1198,Graduate
1199,Post Graduate
1200,Post Graduate
1201,Post Graduate
1202,Graduate
1203,Graduate Professional
1204,Graduate Professional
1205,Graduate Professional
1206,Graduate
1207,12th Pass
1208,Graduate Professional
1209,12th Pass
1210,Graduate
1211,Graduate
1212,Graduate Professional
1213,Post Graduate
1214,Graduate Professional
1215,Graduate
1216,Graduate
1217,12th Pass
1218,Graduate Professional
1219,Graduate Professional
1220,Graduate Professional
1221,Post Graduate
1222,Graduate Professional
1223,Graduate
1224,Graduate
1225,Graduate
1226,12th Pass
1227,Post Graduate
1228,12th Pass
1229,Graduate Professional
1230,Post Graduate
1231,Graduate
1232,Graduate
1233,Graduate Professional
1234,Graduate
1235,Graduate
1236,Graduate
1237,Graduate
1238,Graduate
1239,Graduate
1240,Post Graduate
1241,Post Graduate
1242,Graduate Professional
1243,Graduate Professional
1244,Graduate
1245,Graduate
1246,Post Graduate
1247,12th Pass
1248,Graduate
1249,Post Graduate
1250,Graduate
1251,Graduate Professional
1252,Graduate
1253,12th Pass
1254,Graduate
1255,Graduate
1256,Post Graduate
1257,Graduate
1258,Graduate
1259,Post Graduate
1260,Post Graduate
1261,Graduate Professional
1262,Graduate Professional
1263,Graduate
1264,Post Graduate
1265,12th Pass
1266,12th Pass
1267,12th Pass
1268,Graduate Professional
1269,Graduate
1270,Post Graduate
1271,12th Pass
1272,12th Pass
1273,Post Graduate
1274,Post Graduate
1275,Post Graduate
1276,12th Pass
1277,Graduate
1278,Graduate
1279,Graduate
1280,Post Graduate
1281,Graduate
1282,Graduate
1283,12th Pass
1284,Graduate
1285,Post Graduate
1286,Graduate
1287,12th Pass
1288,Graduate
1289,Graduate
1290,Graduate Professional
1291,Post Graduate
1292,Graduate
1293,Post Graduate
1294,Graduate
1295,Graduate
1296,12th Pass
1297,Graduate Professional
1298,Post Graduate
1299,Graduate Professional
1300,Graduate
1301,Graduate
1302,Graduate
1303,Post Graduate
1304,Post Graduate
1305,12th Pass
1306,Graduate
1307,Graduate Professional
1308,Post Graduate
1309,Graduate
1310,Post Graduate
1311,Graduate
1312,Graduate
1313,12th Pass
1314,Graduate Professional
1315,Post Graduate
1316,12th Pass
1317,Graduate Professional
1318,Graduate
1319,12th Pass
1320,Graduate
1321,12th Pass
1322,Graduate
1323,12th Pass
1324,Post Graduate
1325,Graduate Professional
1326,Graduate
1327,12th Pass
1328,12th Pass
1329,Graduate Professional
1330,Post Graduate
1331,Graduate
1332,Graduate
1333,12th Pass
1334,Graduate
1335,12th Pass
1336,Graduate Professional
1337,Graduate Professional
1338,12th Pass
1339,12th Pass
1340,Graduate
1341,Post Graduate
1342,Graduate Professional
1343,Graduate Professional
1344,Graduate Professional
1345,Graduate Professional
1346,Graduate
1347,Post Graduate
1348,Post Graduate
1349,Graduate Professional
1350,Graduate
1351,Graduate Professional
1352,Post Graduate
1353,Graduate
1354,12th Pass
1355,12th Pass
1356,Graduate
1357,Graduate
1358,Graduate
1359,Graduate
1360,Post Graduate
1361,10th Pass
1362,Graduate
1363,Graduate
1364,Graduate
1365,Graduate
1366,Post Graduate
1367,Graduate Professional
1368,Graduate
1369,Graduate Professional
1370,Graduate
1371,Post Graduate
1372,Graduate
1373,Graduate
