ID,Education
370,Graduate
371,12th Pass
372,Post Graduate
373,Post Graduate
374,Graduate
375,Post Graduate
376,Graduate
377,10th Pass
378,Graduate Professional
379,12th Pass
380,Graduate
381,Graduate
382,12th Pass
383,Graduate
384,Graduate
385,Graduate
386,10th Pass
387,Graduate
388,Post Graduate
389,Graduate
390,Graduate
391,12th Pass
392,Graduate Professional
393,12th Pass
394,Post Graduate
395,Graduate
396,12th Pass
397,Graduate
398,Graduate Professional
399,Post Graduate
400,Graduate
401,Graduate
402,Graduate
403,Graduate
404,Graduate
405,Graduate
406,Graduate
407,Graduate Professional
408,Post Graduate
409,Graduate
410,Graduate
411,10th Pass
412,Post Graduate
413,Post Graduate
414,Post Graduate
415,Graduate Professional
416,Graduate
417,Graduate Professional
418,Graduate Professional
419,12th Pass
420,Graduate
421,Graduate Professional
422,12th Pass
423,Post Graduate
424,Post Graduate
425,Graduate
426,Graduate
427,Graduate
428,12th Pass
429,Graduate
430,Graduate
431,Graduate
432,12th Pass
433,Graduate
434,Graduate
435,Graduate
436,Post Graduate
437,Graduate
438,10th Pass
439,Post Graduate
440,Post Graduate
441,Graduate
442,Graduate
443,Graduate
444,Graduate Professional
445,Post Graduate
446,10th Pass
447,Graduate
448,Graduate Professional
449,Graduate
450,Graduate
451,Graduate
452,Post Graduate
453,Post Graduate
454,Post Graduate
455,Graduate
456,Graduate
457,Post Graduate
458,Graduate
459,Post Graduate
460,Graduate Professional
461,Graduate
462,Graduate Professional
463,10th Pass
464,Graduate
465,Post Graduate
466,Graduate
467,Graduate Professional
468,Graduate
469,Graduate
470,Post Graduate
471,Graduate
472,Graduate
473,Graduate Professional
474,Post Graduate
475,12th Pass
476,Graduate
477,12th Pass
478,Graduate
479,Graduate
480,Graduate
481,Graduate
482,Graduate
483,Post Graduate
484,Graduate Professional
485,Graduate
486,Post Graduate
487,Post Graduate
488,12th Pass
489,Post Graduate
490,Graduate
491,Graduate
492,Post Graduate
493,Graduate Professional
494,Graduate
495,Graduate
496,Graduate
497,Post Graduate
498,Graduate
499,Graduate
500,Post Graduate
501,Post Graduate
502,Graduate Professional
503,Graduate
504,Post Graduate
505,Post Graduate
506,Post Graduate
507,Graduate Professional
508,Graduate
509,Post Graduate
510,Post Graduate
511,Graduate
512,Post Graduate
513,Post Graduate
514,10th Pass
515,12th Pass
516,12th Pass
517,Post Graduate
518,Graduate
519,Graduate
520,Graduate Professional
521,Graduate
522,Post Graduate
523,Graduate
524,Graduate
525,Graduate
526,Graduate
527,Graduate
528,Graduate
529,12th Pass
530,12th Pass
531,Graduate
532,Graduate
533,Graduate
534,Graduate
535,Graduate Professional
536,Graduate Professional
537,Graduate
538,Graduate
539,12th Pass
540,12th Pass
541,Graduate
542,Graduate
543,Post Graduate
544,Graduate
545,Post Graduate
546,Post Graduate
547,12th Pass
548,Graduate
549,Graduate Professional
550,Graduate
551,Graduate
552,Graduate
553,Graduate
554,Post Graduate
555,Post Graduate
556,Graduate
557,12th Pass
558,Graduate
559,Graduate Professional
560,12th Pass
561,Post Graduate
562,Post Graduate
563,Graduate
564,12th Pass
565,Graduate
566,Post Graduate
567,Post Graduate
568,12th Pass
569,12th Pass
570,Graduate
571,Graduate
572,Graduate
573,Graduate
574,Graduate
575,12th Pass
576,Graduate
577,12th Pass
578,Graduate
579,Graduate Professional
580,Post Graduate
581,Graduate
582,Graduate
583,Post Graduate
584,Graduate
585,Post Graduate
586,Graduate Professional
587,Graduate Professional
588,Graduate
589,12th Pass
590,Graduate
591,12th Pass
592,Graduate
593,Graduate Professional
594,Graduate
595,Graduate Professional
596,Post Graduate
597,12th Pass
598,Post Graduate
599,Post Graduate
600,12th Pass
601,Post Graduate
602,Graduate
603,12th Pass
604,Graduate
605,Graduate
606,Graduate
607,Graduate
608,Graduate
609,Post Graduate
610,Graduate
611,Graduate
612,Graduate Professional
613,Graduate
614,Graduate
615,Graduate
616,10th Pass
617,Graduate
618,Graduate Professional
619,Graduate Professional
620,Graduate
621,Graduate Professional
622,Post Graduate
623,Post Graduate
624,12th Pass
625,Graduate
626,Graduate
627,Graduate Professional
628,Post Graduate
629,Graduate
630,10th Pass
631,Graduate
632,Graduate
633,Post Graduate
634,12th Pass
635,Graduate Professional
636,Graduate
637,Post Graduate
638,12th Pass
639,10th Pass
640,Graduate
641,Graduate
642,10th Pass
643,Post Graduate
644,Graduate Professional
645,Graduate Professional
646,Graduate
647,Graduate
648,Graduate
649,Graduate Professional
650,Graduate
651,Graduate
652,12th Pass
653,Post Graduate
654,Graduate
655,Graduate
656,Post Graduate
657,Graduate
658,Graduate
659,Graduate Professional
660,Graduate
661,Graduate
662,12th Pass
663,Graduate
664,12th Pass
665,Graduate
666,Post Graduate
667,Graduate
668,Graduate
669,12th Pass
670,Graduate
671,Graduate
672,12th Pass
673,Post Graduate
674,Graduate
675,Graduate
676,Post Graduate
677,Graduate
678,Graduate Professional
679,Post Graduate
680,Graduate
681,Post Graduate
682,Post Graduate
683,Post Graduate
684,12th Pass
685,12th Pass
686,Post Graduate
687,Graduate
688,Graduate
689,10th Pass
690,Graduate
691,Post Graduate
692,Graduate
693,Graduate Professional
694,Graduate
695,Graduate
696,Graduate
697,Graduate
698,Graduate
699,12th Pass
700,Post Graduate
701,Graduate Professional
702,Graduate Professional
703,Graduate
704,Graduate
705,Graduate Professional
706,Post Graduate
707,Graduate Professional
708,12th Pass
709,Graduate
710,Graduate
711,Graduate Professional
712,Graduate Professional
713,12th Pass
714,Graduate
715,Post Graduate
716,Graduate
717,Graduate
718,Graduate
719,Post Graduate
720,12th Pass
721,Graduate
722,10th Pass
723,Graduate
724,Graduate
725,Post Graduate
726,Graduate Professional
727,Graduate
728,Graduate
729,Post Graduate
730,Graduate
731,Graduate
732,Graduate
733,Graduate Professional
734,Post Graduate
735,10th Pass
736,Graduate
737,Graduate
738,Graduate
739,Graduate
740,Graduate
741,Graduate Professional
742,12th Pass
743,12th Pass
744,Graduate Professional
745,Graduate
746,Graduate Professional
747,Graduate
748,Graduate Professional
749,Post Graduate
750,Graduate
751,8th Pass
752,Post Graduate
753,Graduate Professional
754,Graduate
755,Graduate Professional
756,Graduate
757,Graduate
758,Graduate Professional
759,Graduate
760,Graduate Professional
761,12th Pass
762,Graduate
763,Graduate
764,Graduate
765,Graduate
766,Graduate
767,Post Graduate
768,Post Graduate
769,Post Graduate
770,Post Graduate
771,Graduate Professional
772,Post Graduate
773,Graduate
774,Graduate
775,Graduate
776,Graduate
777,Graduate
778,Post Graduate
779,12th Pass
780,Graduate
781,Graduate
782,Graduate
783,12th Pass
784,12th Pass
785,Graduate
786,10th Pass
787,Graduate
788,Graduate
789,Graduate Professional
790,Post Graduate
791,Graduate
792,Graduate
793,Post Graduate
794,Graduate
795,Graduate
796,Graduate
797,Graduate
798,12th Pass
799,Graduate Professional
800,Post Graduate
801,Graduate Professional
802,Graduate
803,Post Graduate
804,12th Pass
805,Post Graduate
806,Graduate Professional
807,Graduate Professional
808,Post Graduate
809,Post Graduate
810,10th Pass
811,Graduate
812,Post Graduate
813,Graduate
814,Graduate
815,Post Graduate
816,Post Graduate
817,12th Pass
818,Graduate
819,Graduate Professional
820,Graduate
821,Graduate
822,Post Graduate
823,12th Pass
824,Post Graduate
825,Graduate
826,12th Pass
827,12th Pass
828,Graduate
829,Graduate
830,Post Graduate
831,Graduate
832,Graduate Professional
833,Post Graduate
834,Graduate
835,Graduate
836,Graduate Professional
837,Post Graduate
838,Post Graduate
839,Post Graduate
840,Graduate
841,Graduate
842,Graduate Professional
843,Post Graduate
844,Graduate Professional
845,Graduate
846,Graduate
847,Graduate
848,Graduate
849,Graduate Professional
850,Graduate Professional
851,12th Pass
852,10th Pass
853,12th Pass
854,Graduate
855,Graduate
856,Graduate Professional
857,Post Graduate
858,Graduate
859,Graduate
860,Graduate
861,Post Graduate
862,Graduate Professional
863,Graduate Professional
864,Graduate Professional
865,Post Graduate
866,12th Pass
867,Post Graduate
868,Post Graduate
869,Graduate
870,Graduate
871,12th Pass
872,Graduate Professional
873,Graduate
874,12th Pass
875,Graduate
876,Graduate Professional
877,Graduate
878,Post Graduate
879,Graduate
880,10th Pass
881,12th Pass
882,10th Pass
883,Graduate
884,Graduate
885,Graduate
886,Post Graduate
887,12th Pass
888,Graduate
889,Graduate
890,12th Pass
891,Graduate
892,Graduate
893,Graduate
894,12th Pass
895,Post Graduate
896,Graduate
897,Graduate
898,12th Pass
899,Graduate
900,Graduate
901,Graduate
902,Graduate
903,Post Graduate
904,Graduate
905,12th Pass
906,Post Graduate
907,Post Graduate
908,Graduate
909,Graduate
910,Graduate Professional
911,Graduate
912,Post Graduate
913,Post Graduate
914,10th Pass
915,Graduate
916,Post Graduate
917,Post Graduate
918,Post Graduate
919,Graduate
920,Graduate
921,Graduate
922,Graduate
923,12th Pass
924,Graduate
925,Graduate
926,12th Pass
927,12th Pass
928,Graduate Professional
929,10th Pass
930,Graduate
931,Graduate
932,Graduate Professional
933,12th Pass
934,Graduate
935,Graduate Professional
936,Post Graduate
937,Graduate
938,Graduate Professional
939,Graduate Professional
940,12th Pass
941,Post Graduate
942,Graduate
943,Post Graduate
944,Graduate
945,12th Pass
946,12th Pass
947,Graduate
948,Post Graduate
949,Graduate Professional
950,Graduate
951,Graduate
952,Graduate
953,Graduate
954,Graduate
955,12th Pass
956,Post Graduate
957,Post Graduate
958,Graduate
959,Graduate
960,Graduate
961,10th Pass
962,Graduate
963,Graduate
964,Graduate
965,Post Graduate
966,Graduate
967,Post Graduate
968,Graduate Professional
969,Post Graduate
970,Post Graduate
971,Graduate
972,Graduate
973,Graduate
974,12th Pass
975,12th Pass
976,Post Graduate
977,Graduate Professional
978,Graduate
979,Graduate Professional
980,Post Graduate
981,Graduate
982,Graduate
983,Graduate
984,Graduate
985,Post Graduate
986,Graduate
987,12th Pass
988,Graduate
989,12th Pass
990,Post Graduate
991,Post Graduate
992,Graduate
993,Graduate
994,Graduate Professional
995,Graduate
996,Graduate Professional
997,Graduate
998,Graduate Professional
999,Graduate
1000,Graduate
1001,Graduate
1002,Graduate Professional
1003,Graduate
1004,12th Pass
1005,Graduate Professional
1006,Post Graduate
1007,Post Graduate
1008,Post Graduate
1009,Graduate
1010,Graduate
1011,Graduate Professional
1012,Post Graduate
1013,Post Graduate
1014,12th Pass
1015,Graduate
1016,Graduate
1017,Graduate
1018,Graduate Professional
1019,Graduate
1020,Graduate
1021,Post Graduate
1022,Graduate
1023,12th Pass
1024,Post Graduate
1025,Graduate Professional
1026,Graduate Professional
1027,10th Pass
1028,12th Pass
1029,Graduate
1030,Post Graduate
1031,Post Graduate
1032,12th Pass
1033,Graduate
1034,Post Graduate
1035,Graduate
1036,Graduate
1037,Graduate
1038,Graduate
1039,Graduate
1040,Graduate Professional
1041,Graduate
1042,Graduate
1043,Post Graduate
1044,12th Pass
1045,Graduate
1046,Post Graduate
1047,Graduate
1048,12th Pass
1049,Graduate
1050,Post Graduate
1051,Graduate
1052,Graduate
1053,Post Graduate
1054,Graduate Professional
1055,Graduate Professional
1056,Graduate
1057,Post Graduate
1058,Graduate
1059,Graduate
1060,12th Pass
1061,Graduate
1062,12th Pass
1063,Graduate Professional
1064,12th Pass
1065,Graduate
1066,12th Pass
1067,Post Graduate
1068,Graduate
1069,Graduate
1070,10th Pass
1071,Graduate
1072,Graduate
1073,Graduate
1074,Graduate Professional
1075,Graduate
1076,Graduate
1077,Graduate
1078,Graduate
1079,Graduate
1080,12th Pass
1081,Post Graduate
1082,Graduate Professional
1083,Post Graduate
1084,Post Graduate
1085,12th Pass
1086,Graduate
1087,Graduate
1088,Graduate
1089,Graduate
1090,Graduate
1091,Graduate
1092,Graduate
1093,Post Graduate
1094,12th Pass
1095,Graduate
1096,Graduate Professional
1097,12th Pass
1098,12th Pass
1099,Graduate
1100,Graduate
1101,Graduate
1102,Graduate
1103,Graduate
1104,Graduate Professional
1105,Graduate
1106,Graduate
1107,Graduate
1108,12th Pass
1109,Graduate
1110,Graduate Professional
1111,12th Pass
1112,Graduate
1113,12th Pass
1114,Post Graduate
1115,Graduate
1116,10th Pass
1117,Graduate
1118,Post Graduate
1119,Graduate Professional
1120,10th Pass
1121,Graduate
1122,10th Pass
1123,Graduate
1124,Graduate
1125,Graduate
1126,Graduate
1127,Graduate
1128,Graduate Professional
1129,Graduate
1130,Graduate
1131,Graduate
1132,Graduate
1133,Graduate
1134,Post Graduate
1135,10th Pass
1136,Graduate
1137,12th Pass
1138,Post Graduate
1139,Graduate Professional
1140,Post Graduate
1141,Graduate
1142,Post Graduate
1143,Post Graduate
1144,Graduate
1145,Graduate
1146,12th Pass
1147,Post Graduate
1148,Graduate
1149,Graduate Professional
1150,Graduate
1151,12th Pass
1152,12th Pass
1153,Graduate
1154,Graduate
1155,12th Pass
1156,Graduate
1157,Post Graduate
1158,Graduate Professional
1159,12th Pass
1160,Graduate
1161,Graduate Professional
1162,12th Pass
1163,Post Graduate
1164,Graduate
1165,Post Graduate
1166,Graduate
1167,Graduate
1168,Graduate
1169,Post Graduate
1170,Graduate
1171,Graduate
1172,Graduate Professional
1173,Post Graduate
1174,Graduate
1175,Graduate Professional
1176,Graduate
1177,Graduate
1178,Graduate
1179,10th Pass
1180,Post Graduate
1181,Post Graduate
1182,12th Pass
1183,Post Graduate
1184,Graduate
1185,Post Graduate
1186,Graduate
1187,Graduate
1188,Post Graduate
1189,Graduate
1190,Graduate
1191,Post Graduate
1192,Graduate
1193,Post Graduate
1194,Graduate
1195,Post Graduate
1196,Post Graduate
1197,Graduate
1198,Graduate
1199,Graduate
1200,Graduate
1201,10th Pass
1202,Graduate
1203,12th Pass
1204,12th Pass
1205,12th Pass
1206,Post Graduate
1207,12th Pass
1208,Graduate Professional
1209,Graduate
1210,Graduate
1211,12th Pass
1212,Post Graduate
1213,Graduate Professional
1214,Graduate Professional
1215,Graduate
1216,Post Graduate
1217,Post Graduate
1218,Graduate
1219,Post Graduate
1220,Graduate
1221,12th Pass
1222,Post Graduate
1223,Graduate
1224,Graduate
1225,Graduate
1226,12th Pass
1227,Graduate
1228,Graduate
1229,Graduate Professional
1230,Graduate Professional
1231,Graduate
1232,Graduate
1233,Post Graduate
1234,12th Pass
1235,Graduate
1236,Graduate Professional
1237,Post Graduate
1238,Graduate
1239,Graduate Professional
1240,Post Graduate
1241,Post Graduate
1242,12th Pass
1243,Graduate Professional
1244,Graduate
1245,Graduate
1246,12th Pass
1247,Graduate
1248,Graduate
1249,Post Graduate
1250,Graduate
1251,Graduate
1252,Graduate
1253,Graduate Professional
1254,12th Pass
1255,Post Graduate
1256,Post Graduate
1257,Post Graduate
1258,Post Graduate
1259,Graduate Professional
1260,Post Graduate
1261,Graduate
1262,Post Graduate
1263,Post Graduate
1264,Graduate
1265,12th Pass
1266,Graduate
1267,Post Graduate
1268,Post Graduate
1269,Graduate
1270,Post Graduate
1271,Graduate
1272,Graduate
1273,Post Graduate
1274,10th Pass
1275,Graduate
1276,Graduate Professional
1277,Graduate
1278,Graduate
1279,Graduate
1280,Graduate
1281,12th Pass
1282,Graduate
1283,Graduate
1284,Graduate
1285,Graduate
1286,Graduate
1287,Post Graduate
1288,Graduate Professional
1289,Post Graduate
1290,Graduate Professional
1291,Graduate
1292,Post Graduate
1293,Graduate
1294,Graduate
1295,Graduate
1296,Post Graduate
1297,Graduate
1298,Graduate Professional
1299,12th Pass
1300,Post Graduate
1301,Graduate
1302,Graduate
1303,Graduate
1304,Post Graduate
1305,Graduate
1306,Graduate
1307,Graduate Professional
1308,Post Graduate
1309,Graduate
1310,Graduate
1311,Post Graduate
1312,Graduate
1313,Graduate Professional
1314,12th Pass
1315,12th Pass
1316,Post Graduate
1317,12th Pass
1318,Graduate
1319,Graduate Professional
1320,Graduate Professional
1321,Graduate
1322,Graduate
1323,Graduate Professional
1324,12th Pass
1325,Post Graduate
1326,Graduate
1327,10th Pass
1328,Post Graduate
1329,Graduate
1330,Graduate
1331,Post Graduate
1332,12th Pass
1333,Post Graduate
1334,Post Graduate
1335,Post Graduate
1336,Post Graduate
1337,12th Pass
1338,Graduate Professional
1339,Graduate
1340,Graduate
1341,12th Pass
1342,10th Pass
1343,Graduate
1344,Graduate
1345,Graduate
1346,Graduate
1347,Graduate
1348,Graduate
1349,Graduate
1350,Graduate
1351,Graduate Professional
1352,Graduate
1353,Graduate
1354,Graduate
1355,Graduate
1356,Graduate
1357,Graduate
1358,Graduate
1359,Graduate Professional
1360,Post Graduate
1361,Graduate
1362,Post Graduate
1363,Graduate Professional
1364,Post Graduate
1365,Post Graduate
1366,Graduate
1367,Graduate
1368,Graduate
1369,Post Graduate
1370,Graduate
1371,12th Pass
1372,Graduate Professional
1373,Post Graduate
