ID,Education
312,Graduate
313,Graduate
314,Post Graduate
315,Graduate
316,10th Pass
317,Graduate
318,Graduate
319,Graduate
320,Graduate
321,Graduate
322,Graduate
323,Graduate
324,Post Graduate
325,Graduate Professional
326,Graduate
327,Post Graduate
328,10th Pass
329,Graduate
330,Graduate Professional
331,Graduate
332,Graduate
333,Graduate
334,Graduate
335,Post Graduate
336,Graduate
337,Graduate
338,Graduate
339,Graduate
340,Graduate
341,Graduate
342,Graduate Professional
343,12th Pass
344,Graduate Professional
345,12th Pass
346,Post Graduate
347,12th Pass
348,Graduate
349,Graduate
350,Post Graduate
351,Post Graduate
352,Graduate
353,Graduate
354,Graduate Professional
355,Graduate
356,Graduate
357,Graduate
358,Post Graduate
359,Graduate
360,12th Pass
361,Graduate
362,Post Graduate
363,Graduate Professional
364,Graduate
365,Graduate Professional
366,Graduate
367,Post Graduate
368,Graduate Professional
369,Post Graduate
370,12th Pass
371,Graduate
372,Post Graduate
373,12th Pass
374,Graduate Professional
375,Post Graduate
376,Graduate
377,Graduate
378,12th Pass
379,Graduate
380,10th Pass
381,Post Graduate
382,Graduate
383,Post Graduate
384,Post Graduate
385,Graduate
386,Graduate
387,Post Graduate
388,Graduate
389,12th Pass
390,12th Pass
391,12th Pass
392,12th Pass
393,10th Pass
394,Graduate
395,Graduate
396,Graduate
397,Graduate
398,Graduate
399,Graduate
400,Graduate
401,Graduate
402,Graduate
403,Graduate
404,Post Graduate
405,Graduate
406,Graduate
407,Graduate
408,Graduate
409,12th Pass
410,Graduate Professional
411,10th Pass
412,Graduate
413,12th Pass
414,Graduate
415,10th Pass
416,12th Pass
417,Graduate Professional
418,10th Pass
419,Graduate
420,Post Graduate
421,12th Pass
422,Post Graduate
423,Post Graduate
424,Graduate
425,Graduate
426,Graduate
427,Graduate Professional
428,Graduate
429,Graduate
430,Graduate
431,Post Graduate
432,Graduate Professional
433,Post Graduate
434,Graduate Professional
435,Graduate
436,Graduate
437,Graduate
438,Graduate
439,Post Graduate
440,12th Pass
441,10th Pass
442,Post Graduate
443,10th Pass
444,Post Graduate
445,Post Graduate
446,Graduate
447,Post Graduate
448,Post Graduate
449,Graduate Professional
450,12th Pass
451,Graduate
452,12th Pass
453,Graduate
454,Post Graduate
455,12th Pass
456,Graduate
457,Graduate
458,12th Pass
459,Post Graduate
460,Graduate
461,Graduate
462,Post Graduate
463,Graduate
464,Graduate
465,Graduate Professional
466,Graduate Professional
467,12th Pass
468,Graduate
469,Post Graduate
470,Graduate Professional
471,12th Pass
472,Post Graduate
473,10th Pass
474,Graduate
475,Graduate
476,Graduate
477,Graduate
478,Post Graduate
479,Post Graduate
480,Graduate
481,Graduate
482,Post Graduate
483,10th Pass
484,Post Graduate
485,Post Graduate
486,Graduate Professional
487,Graduate
488,Post Graduate
489,Post Graduate
490,Post Graduate
491,Post Graduate
492,Graduate
493,Graduate
494,12th Pass
495,Post Graduate
496,12th Pass
497,Post Graduate
498,Graduate
499,12th Pass
500,12th Pass
501,Graduate
502,Graduate
503,Graduate
504,Graduate
505,Graduate
506,Post Graduate
507,Graduate
508,Graduate
509,Post Graduate
510,Graduate
511,Graduate
512,Graduate
513,Graduate
514,Post Graduate
515,Graduate
516,Post Graduate
517,Post Graduate
518,Graduate
519,Graduate
520,12th Pass
521,Graduate
522,Graduate
523,12th Pass
524,Graduate
525,12th Pass
526,Graduate
527,Post Graduate
528,Graduate
529,12th Pass
530,Post Graduate
531,Graduate
532,Graduate
533,Graduate Professional
534,12th Pass
535,Post Graduate
536,Graduate
537,Graduate
538,Graduate
539,Graduate Professional
540,12th Pass
541,Graduate
542,Post Graduate
543,Post Graduate
544,12th Pass
545,Post Graduate
546,Post Graduate
547,Graduate
548,10th Pass
549,Graduate
550,Graduate
551,Graduate
552,Graduate
553,Graduate
554,Graduate
555,Graduate
556,12th Pass
557,10th Pass
558,Graduate
559,Graduate Professional
560,Post Graduate
561,12th Pass
562,Graduate
563,Graduate Professional
564,Graduate
565,Graduate
566,10th Pass
567,Graduate
568,Graduate
569,Graduate
570,Graduate
571,Graduate
572,Graduate
573,Graduate
574,Graduate
575,12th Pass
576,12th Pass
577,Graduate
578,Graduate
579,10th Pass
580,Graduate
581,Graduate Professional
582,Post Graduate
583,Post Graduate
584,12th Pass
585,Graduate
586,Graduate
587,Graduate
588,Post Graduate
589,10th Pass
590,Graduate
591,Post Graduate
592,Graduate
593,Graduate
594,Graduate
595,Graduate
596,12th Pass
597,Post Graduate
598,12th Pass
599,Graduate
600,Graduate
601,Post Graduate
602,Graduate
603,Post Graduate
604,Graduate Professional
605,12th Pass
606,Graduate
607,Post Graduate
608,Graduate
609,Post Graduate
610,Graduate
611,12th Pass
612,12th Pass
613,Graduate
614,Post Graduate
615,Graduate
616,Post Graduate
617,10th Pass
618,Graduate Professional
619,Graduate
620,Graduate
621,Graduate
622,Post Graduate
623,Graduate
624,12th Pass
625,12th Pass
626,Post Graduate
627,12th Pass
628,Post Graduate
629,Post Graduate
630,Graduate Professional
631,12th Pass
632,Post Graduate
633,12th Pass
634,Graduate
635,Graduate
636,Graduate
637,Graduate
638,12th Pass
639,Graduate
640,Post Graduate
641,Graduate
642,10th Pass
643,Graduate
644,Post Graduate
645,Graduate
646,Graduate
647,Post Graduate
648,Post Graduate
649,Graduate Professional
650,Graduate
651,Graduate Professional
652,Post Graduate
653,Post Graduate
654,Graduate
655,Graduate
656,Post Graduate
657,Graduate
658,12th Pass
659,Post Graduate
660,Graduate Professional
661,Graduate
662,Graduate
663,Graduate
664,Graduate Professional
665,Graduate
666,Graduate
667,Graduate
668,Graduate
669,Graduate
670,Graduate
671,12th Pass
672,12th Pass
673,Graduate
674,Graduate Professional
675,Post Graduate
676,Graduate
677,Graduate
678,10th Pass
679,Graduate
680,Graduate
681,Graduate
682,Post Graduate
683,Post Graduate
684,Graduate
685,Post Graduate
686,Graduate
687,12th Pass
688,Graduate
689,Graduate
690,Graduate Professional
691,Graduate
692,Graduate
693,Post Graduate
694,Post Graduate
695,12th Pass
696,12th Pass
697,Graduate
698,Graduate
699,Graduate
700,Graduate
701,Graduate Professional
702,Graduate
703,Graduate
704,12th Pass
705,Graduate
706,Graduate
707,Graduate Professional
708,Graduate Professional
709,Graduate
710,Post Graduate
711,Graduate
712,Graduate Professional
713,12th Pass
714,Graduate
715,Graduate
716,Graduate
717,Graduate
718,Graduate
719,12th Pass
720,12th Pass
721,Graduate
722,Post Graduate
723,Graduate
724,12th Pass
725,Post Graduate
726,Graduate Professional
727,12th Pass
728,Graduate Professional
729,Post Graduate
730,Graduate Professional
731,Graduate
732,Graduate
733,Graduate
734,Graduate
735,Post Graduate
736,Post Graduate
737,Post Graduate
738,Graduate
739,Post Graduate
740,Graduate
741,Post Graduate
742,Graduate
743,Post Graduate
744,Graduate Professional
745,Graduate
746,Post Graduate
747,Graduate Professional
748,Post Graduate
749,12th Pass
750,12th Pass
751,Graduate
752,10th Pass
753,Graduate
754,Graduate
755,12th Pass
756,12th Pass
757,Graduate
758,Post Graduate
759,Post Graduate
760,Graduate Professional
761,Graduate
762,Post Graduate
763,Graduate
764,Graduate
765,Graduate
766,Post Graduate
767,Graduate
768,Post Graduate
769,12th Pass
770,12th Pass
771,Graduate Professional
772,Post Graduate
773,Post Graduate
774,Post Graduate
775,Graduate
776,Post Graduate
777,Graduate
778,Graduate
779,Post Graduate
780,Graduate
781,Post Graduate
782,Graduate
783,Graduate
784,Post Graduate
785,12th Pass
786,Graduate Professional
787,Post Graduate
788,Post Graduate
789,Post Graduate
790,12th Pass
791,Graduate
792,Graduate
793,Graduate Professional
794,Graduate
795,Graduate
796,Graduate
797,10th Pass
798,12th Pass
799,Graduate
800,Graduate
801,Graduate
802,Post Graduate
803,Graduate
804,Graduate
805,Graduate
806,Graduate Professional
807,12th Pass
808,12th Pass
809,Post Graduate
810,Graduate
811,Graduate
812,Post Graduate
813,Post Graduate
814,Graduate
815,Graduate
816,Post Graduate
817,12th Pass
818,Graduate
819,Graduate
820,Graduate
821,Graduate Professional
822,Graduate Professional
823,Post Graduate
824,Post Graduate
825,Graduate
826,12th Pass
827,Graduate
828,Graduate
829,Graduate
830,Post Graduate
831,Graduate
832,Graduate
833,Graduate
834,Graduate
835,Graduate
836,Graduate
837,Graduate
838,10th Pass
839,12th Pass
840,Graduate
841,12th Pass
842,12th Pass
843,12th Pass
844,Graduate
845,Graduate
846,10th Pass
847,Graduate
848,Graduate
849,Graduate
850,10th Pass
851,Graduate
852,Graduate
853,Post Graduate
854,Post Graduate
855,Graduate
856,Graduate Professional
857,Graduate
858,Graduate
859,Graduate
860,Graduate
861,Post Graduate
862,12th Pass
863,Post Graduate
864,Graduate Professional
865,10th Pass
866,12th Pass
867,Graduate
868,Graduate
869,Post Graduate
870,Post Graduate
871,12th Pass
872,Graduate
873,Graduate Professional
874,Post Graduate
875,Post Graduate
876,Graduate Professional
877,Graduate
878,10th Pass
879,Graduate
880,Post Graduate
881,12th Pass
882,12th Pass
883,12th Pass
884,Post Graduate
885,Graduate
886,Post Graduate
887,Post Graduate
888,Post Graduate
889,Graduate
890,Post Graduate
891,Graduate
892,Post Graduate
893,Graduate
894,12th Pass
895,Graduate
896,Graduate
897,Graduate
898,12th Pass
899,Graduate
900,Graduate
901,Graduate Professional
902,12th Pass
903,Graduate
904,12th Pass
905,Post Graduate
906,Post Graduate
907,Post Graduate
908,Graduate
909,10th Pass
910,Graduate
911,Graduate
912,12th Pass
913,Graduate
914,Graduate
915,Post Graduate
916,12th Pass
917,Post Graduate
918,Graduate
919,Graduate
920,12th Pass
921,Graduate Professional
922,Graduate
923,Post Graduate
924,12th Pass
925,Graduate
926,Graduate
927,Graduate
928,12th Pass
929,Post Graduate
930,Post Graduate
931,Post Graduate
932,Graduate
933,Graduate
934,Post Graduate
935,12th Pass
936,12th Pass
937,Graduate
938,Graduate
939,Graduate
940,Graduate
941,Graduate
942,Graduate
943,Graduate
944,Graduate Professional
945,Graduate Professional
946,Post Graduate
947,Graduate
948,Graduate
949,Post Graduate
950,Graduate Professional
951,Graduate
952,Graduate
953,12th Pass
954,Graduate
955,10th Pass
956,Graduate
957,10th Pass
958,Graduate
959,Graduate
960,Graduate
961,Graduate
962,Graduate
963,Graduate
964,Graduate
965,Post Graduate
966,Post Graduate
967,12th Pass
968,Graduate
969,Graduate
970,12th Pass
971,12th Pass
972,10th Pass
973,Graduate
974,12th Pass
975,Post Graduate
976,Graduate
977,12th Pass
978,12th Pass
979,Graduate
980,Post Graduate
981,Post Graduate
982,Graduate
983,Graduate
984,Graduate
985,Graduate
986,Post Graduate
987,10th Pass
988,Graduate
989,Graduate
990,Post Graduate
991,12th Pass
992,Graduate
993,Graduate Professional
994,10th Pass
995,Graduate Professional
996,Graduate Professional
997,Graduate
998,Graduate Professional
999,Graduate
1000,Graduate
1001,Graduate
1002,Graduate
1003,Graduate
1004,10th Pass
1005,12th Pass
1006,12th Pass
1007,Graduate Professional
1008,12th Pass
1009,12th Pass
1010,Graduate
1011,Post Graduate
1012,12th Pass
1013,Graduate
1014,12th Pass
1015,12th Pass
1016,Graduate
1017,12th Pass
1018,10th Pass
1019,Graduate
1020,Post Graduate
1021,Graduate
1022,12th Pass
1023,12th Pass
1024,Graduate
1025,Graduate
1026,Graduate
1027,Graduate Professional
1028,Graduate
1029,Graduate
1030,Graduate Professional
1031,Graduate
1032,Post Graduate
1033,Graduate Professional
1034,Graduate
1035,12th Pass
1036,Graduate
1037,12th Pass
1038,Graduate
1039,Post Graduate
1040,Graduate
1041,Post Graduate
1042,Graduate Professional
1043,Graduate
1044,Post Graduate
1045,Graduate
1046,Graduate
1047,Graduate
1048,Post Graduate
1049,Post Graduate
1050,12th Pass
1051,Graduate
1052,Graduate
1053,Post Graduate
1054,10th Pass
1055,10th Pass
1056,Graduate
1057,12th Pass
1058,Graduate
1059,Graduate
1060,Post Graduate
1061,Graduate
1062,Graduate
1063,Graduate
1064,12th Pass
1065,Graduate
1066,12th Pass
1067,Graduate
1068,Post Graduate
1069,Graduate
1070,Graduate
1071,Graduate
1072,Graduate
1073,12th Pass
1074,Graduate
1075,12th Pass
1076,Graduate
1077,12th Pass
1078,Graduate Professional
1079,Post Graduate
1080,Graduate
1081,Post Graduate
1082,Graduate
1083,Graduate
1084,Post Graduate
1085,Graduate
1086,Post Graduate
1087,Graduate Professional
1088,Graduate
1089,Graduate
1090,Post Graduate
1091,Graduate
1092,Graduate
1093,Graduate
1094,Graduate
1095,10th Pass
1096,Graduate
1097,10th Pass
1098,Graduate Professional
1099,Graduate
1100,Graduate
1101,Graduate
1102,Graduate
1103,Graduate
1104,Graduate
1105,Graduate
1106,Graduate Professional
1107,Graduate
1108,Graduate
1109,Graduate Professional
1110,Graduate
1111,Post Graduate
1112,Post Graduate
1113,Graduate Professional
1114,Post Graduate
1115,Post Graduate
1116,Graduate
1117,Graduate Professional
1118,12th Pass
1119,Graduate
1120,Graduate Professional
1121,Graduate Professional
1122,Graduate
1123,Post Graduate
1124,Graduate
1125,Graduate
1126,Graduate
1127,12th Pass
1128,Graduate Professional
1129,Graduate
1130,Graduate Professional
1131,Graduate
1132,12th Pass
1133,12th Pass
1134,12th Pass
1135,12th Pass
1136,Graduate
1137,Graduate
1138,12th Pass
1139,Post Graduate
1140,Graduate Professional
1141,Graduate
1142,Post Graduate
1143,Graduate Professional
1144,Graduate
1145,Graduate
1146,Post Graduate
1147,Post Graduate
1148,Graduate
1149,Graduate
1150,Graduate
1151,Graduate Professional
1152,Post Graduate
1153,Graduate
1154,Graduate
1155,Graduate
1156,Graduate Professional
1157,Graduate Professional
1158,12th Pass
1159,Graduate
1160,Post Graduate
1161,12th Pass
1162,12th Pass
1163,Post Graduate
1164,12th Pass
1165,10th Pass
1166,Post Graduate
1167,Graduate Professional
1168,Graduate
1169,Graduate
1170,10th Pass
1171,12th Pass
1172,Graduate
1173,Post Graduate
1174,Post Graduate
1175,Graduate
1176,Graduate
1177,10th Pass
1178,Graduate
1179,Graduate
1180,Graduate
1181,Graduate
1182,Graduate Professional
1183,12th Pass
1184,Graduate
1185,Graduate
1186,Graduate
1187,Graduate Professional
1188,Post Graduate
1189,Graduate
1190,Graduate
1191,Graduate Professional
1192,Post Graduate
1193,Graduate
1194,Post Graduate
1195,Graduate
1196,12th Pass
1197,Graduate
1198,Graduate
1199,12th Pass
1200,Graduate
1201,Post Graduate
1202,12th Pass
1203,Graduate
1204,Graduate
1205,Graduate Professional
1206,Post Graduate
1207,12th Pass
1208,Graduate Professional
1209,12th Pass
1210,Graduate
1211,Graduate
1212,12th Pass
1213,10th Pass
1214,Graduate Professional
1215,Graduate
1216,Graduate
1217,12th Pass
1218,Graduate
1219,Graduate
1220,Graduate
1221,Post Graduate
1222,Post Graduate
1223,12th Pass
1224,Post Graduate
1225,Graduate
1226,12th Pass
1227,Graduate
1228,Graduate
1229,Post Graduate
1230,Post Graduate
1231,Graduate Professional
1232,Graduate Professional
1233,Graduate
1234,Graduate
1235,Post Graduate
1236,Graduate Professional
1237,Graduate
1238,Graduate
1239,Graduate
1240,Post Graduate
1241,Graduate
1242,Graduate
1243,Post Graduate
1244,Graduate
1245,10th Pass
1246,12th Pass
1247,Graduate
1248,Graduate
1249,12th Pass
1250,12th Pass
1251,Graduate
1252,Graduate
1253,Graduate
1254,Graduate
1255,12th Pass
1256,Post Graduate
1257,Graduate
1258,Graduate
1259,10th Pass
1260,12th Pass
1261,Graduate Professional
1262,Graduate Professional
1263,Graduate
1264,Graduate
1265,Graduate Professional
1266,12th Pass
1267,Graduate
1268,Graduate Professional
1269,Graduate
1270,Graduate
1271,Graduate Professional
1272,Post Graduate
1273,12th Pass
1274,Post Graduate
1275,Post Graduate
1276,12th Pass
1277,Graduate
1278,Graduate
1279,Graduate Professional
1280,Graduate
1281,12th Pass
1282,Graduate Professional
1283,12th Pass
1284,12th Pass
1285,Graduate
1286,Graduate
1287,Graduate
1288,Graduate
1289,Graduate
1290,Post Graduate
1291,Graduate
1292,12th Pass
1293,Post Graduate
1294,12th Pass
1295,Graduate Professional
1296,12th Pass
1297,Post Graduate
1298,12th Pass
1299,Graduate
1300,12th Pass
1301,Graduate
1302,Post Graduate
1303,Graduate
1304,Graduate
1305,Graduate
1306,Graduate Professional
1307,Post Graduate
1308,12th Pass
1309,Graduate
1310,Graduate
1311,Graduate
1312,Graduate
1313,12th Pass
1314,Graduate Professional
1315,Post Graduate
1316,Post Graduate
1317,Post Graduate
1318,Graduate
1319,Post Graduate
1320,Graduate
1321,12th Pass
1322,Graduate
1323,Graduate Professional
1324,12th Pass
1325,Graduate Professional
1326,Graduate
1327,Graduate
1328,Post Graduate
1329,Graduate Professional
1330,Post Graduate
1331,Graduate
1332,Graduate
1333,12th Pass
1334,Graduate
1335,Graduate
1336,Graduate
1337,Graduate Professional
1338,12th Pass
1339,Graduate
1340,Graduate Professional
1341,Post Graduate
1342,Graduate Professional
1343,Graduate Professional
1344,Graduate
1345,Graduate Professional
1346,Graduate
1347,Graduate
1348,Post Graduate
1349,Graduate Professional
1350,Graduate
1351,Graduate Professional
1352,10th Pass
1353,Graduate Professional
1354,Graduate
1355,Graduate
1356,Graduate
1357,Graduate Professional
1358,Graduate
1359,Graduate
1360,12th Pass
1361,Graduate
1362,12th Pass
1363,Graduate
1364,12th Pass
1365,Graduate
1366,Graduate
1367,Graduate
1368,Post Graduate
1369,Graduate Professional
1370,Post Graduate
1371,Post Graduate
1372,10th Pass
1373,Graduate
